rank,movie_name,ww_lifetime_gross_rev,domestic_lifetime_gross_rev,domestic_percent,foreign_lifetime_gross_rev,foreign_percent,year
"17,603",Vesper,"$1,670,865","$49,493",3%,"$1,621,372",97%,2022
"17,604",I Am Nevenka,"$1,670,653",-,-,"$1,670,653",100%,2024
"17,605",Hidden 3D,"$1,670,477",-,-,"$1,670,477",100%,2011
"17,606",Either Me or My Auntie,"$1,670,451",-,-,"$1,670,451",100%,2005
"17,607",Hedgehogs,"$1,670,217",-,-,"$1,670,217",100%,2016
"17,608",Unthinkable,"$1,669,947",-,-,"$1,669,947",100%,2010
"17,609","Kiss Him, Not Me","$1,669,719",-,-,"$1,669,719",100%,2020
"17,610",Ao: The Last Hunter,"$1,669,603",-,-,"$1,669,603",100%,2010
"17,611",How I Became Russian,"$1,668,824",-,-,"$1,668,824",100%,2020
"17,612",The Last Note,"$1,668,811",-,-,"$1,668,811",100%,2017
"17,613",Love and Bullets,"$1,668,753",-,-,"$1,668,753",100%,2017
"17,614",Lord of the Ants,"$1,668,456",-,-,"$1,668,456",100%,2022
"17,615",The Lion Men,"$1,668,382",-,-,"$1,668,382",100%,2014
"17,616",O Homem Que Desafiou o Diabo,"$1,668,347",-,-,"$1,668,347",100%,2007
"17,617",The Whole Truth,"$1,667,849",-,-,"$1,667,849",100%,2016
"17,618",Morning Princess,"$1,667,311",-,-,"$1,667,311",100%,2019
"17,619",Murderer,"$1,666,655",-,-,"$1,666,655",100%,2009
"17,620",Mantikora,"$1,666,597",-,-,"$1,666,597",100%,2011
"17,621",Tirza,"$1,666,437",-,-,"$1,666,437",100%,2010
"17,622",Girlfight,"$1,666,028","$1,565,852",94%,"$100,176",6%,2000
"17,623",A Thousand Years of Good Prayers,"$1,665,585","$76,806",4.6%,"$1,588,779",95.4%,2008
"17,624",Tristan,"$1,665,483",-,-,"$1,665,483",100%,2003
"17,625",Zombillenium,"$1,665,346",-,-,"$1,665,346",100%,2017
"17,626",Twigson the Explorer,"$1,663,530",-,-,"$1,663,530",100%,2017
"17,627",Maggie,"$1,663,165","$187,112",11.2%,"$1,476,053",88.8%,2015
"17,628",Immersion,"$1,662,652",-,-,"$1,662,652",100%,2023
"17,629",The Double,"$1,662,515","$200,406",12%,"$1,462,109",88%,2014
"17,630",Just Bea,"$1,662,335",-,-,"$1,662,335",100%,2004
"17,631",The Cartel,"$1,662,191",-,-,"$1,662,191",100%,2014
"17,632",Kabi,"$1,662,082",-,-,"$1,662,082",100%,2012
"17,633",Storm,"$1,661,518","$16,013",1%,"$1,645,505",99%,2009
"17,634",Memoirs of a Teenage Amnesiac,"$1,660,886",-,-,"$1,660,886",100%,2010
"17,635",Vivir intentando,"$1,660,675",-,-,"$1,660,675",100%,2003
"17,636",Almost Charming,"$1,660,637",-,-,"$1,660,637",100%,2013
"17,637",Crossing Borders,"$1,660,476",-,-,"$1,660,476",100%,2006
"17,638",Bread of Happiness,"$1,659,800",-,-,"$1,659,800",100%,2012
"17,639",Kimmy Dora: Kambal sa kiyeme,"$1,659,676",-,-,"$1,659,676",100%,2009
"17,640",Out on a Limb,"$1,659,542","$1,659,542",100%,$0,-,1992
"17,641",The Comedian,"$1,659,002","$1,659,002",100%,$0,-,2016
"17,642",Rustom,"$1,658,594","$1,087,419",65.6%,"$571,175",34.4%,2016
"17,643",Sharkwater,"$1,658,393","$850,920",51.3%,"$807,473",48.7%,2007
"17,644",The Celebration,"$1,657,778","$1,656,223",99.9%,"$1,555",<0.1%,1998
"17,645",Night of the Living Dead 3D,"$1,657,729","$271,000",16.4%,"$1,386,729",83.6%,2006
"17,646",Dear Frankie,"$1,656,829","$18,025",1.1%,"$1,638,804",98.9%,2005
"17,647",Wrestling Queens,"$1,656,743",-,-,"$1,656,743",100%,2013
"17,648",Bad Cat,"$1,656,516",-,-,"$1,656,516",100%,2016
"17,649",Jaan-E-Mann: Lets Fall in Love Again,"$1,656,433","$650,000",39.2%,"$1,006,433",60.8%,2006
"17,650",Goddess,"$1,656,399",-,-,"$1,656,399",100%,2013
"17,651",Drunk Parents,"$1,656,325",-,-,"$1,656,325",100%,2019
"17,652",Lost in Siberia,"$1,656,237",-,-,"$1,656,237",100%,2012
"17,653",Sookshma Darshini,"$1,655,739",-,-,"$1,655,739",100%,2024
"17,654",The Compassion in Between,"$1,655,606",-,-,"$1,655,606",100%,2019
"17,655",U Pana Boga w Królowym Moscie,"$1,654,852",-,-,"$1,654,852",100%,2024
"17,656",Thalaivaa,"$1,654,633",-,-,"$1,654,633",100%,2013
"17,657",Budapest,"$1,654,611",-,-,"$1,654,611",100%,2018
"17,658",Kayamkulam Kochunni,"$1,654,495",-,-,"$1,654,495",100%,2018
"17,659",Crazy Wedding 2,"$1,654,040",-,-,"$1,654,040",100%,2019
"17,660",Triad Underworld,"$1,653,771",-,-,"$1,653,771",100%,2004
"17,661",Gulu Mermaid 2,"$1,653,264",-,-,"$1,653,264",100%,2017
"17,662",The Retirement Plan,"$1,653,100","$1,607,344",97.2%,"$45,756",2.8%,2023
"17,663",Ghost Rituals,"$1,653,042",-,-,"$1,653,042",100%,2014
"17,664",Usted No Sabe Quien Soy Yo?,"$1,653,020",-,-,"$1,653,020",100%,2016
"17,665",Omar & Salma,"$1,652,909",-,-,"$1,652,909",100%,2009
"17,666",Hipnos,"$1,652,711",-,-,"$1,652,711",100%,2004
"17,667",Jul med Astrid Lindgren,"$1,651,558",-,-,"$1,651,558",100%,2024
"17,668",Marco,"$1,651,421",-,-,"$1,651,421",100%,2024
"17,669",Fatman,"$1,651,413","$278,378",16.9%,"$1,373,035",83.1%,2020
"17,670",Seasons change: Phror arkad plian plang boi,"$1,650,814",-,-,"$1,650,814",100%,2006
"17,671",Kardes Takimi,"$1,650,782",-,-,"$1,650,782",100%,2024
"17,672",Sound! Euphonium: Ensemble Contest Arc,"$1,650,521",-,-,"$1,650,521",100%,2023
"17,673",Appleseed,"$1,650,432","$129,135",7.8%,"$1,521,297",92.2%,2004
"17,674",Talento de barrio,"$1,650,198","$68,542",4.2%,"$1,581,656",95.8%,2008
"17,675",Namaste England,"$1,649,863","$104,156",6.3%,"$1,545,707",93.7%,2018
"17,676",Two Lives,"$1,649,260","$22,620",1.4%,"$1,626,640",98.6%,2012
"17,677",The Cellar,"$1,649,074",-,-,"$1,649,074",100%,2022
"17,678",Romeo è Giulietta,"$1,648,515",-,-,"$1,648,515",100%,2024
"17,679",Elias and the Treasure of the Sea,"$1,648,328",-,-,"$1,648,328",100%,2010
"17,680",So Ambitious,"$1,648,317",-,-,"$1,648,317",100%,2007
"17,681",Aaraattu,"$1,648,155",-,-,"$1,648,155",100%,2022
"17,682",Dough,"$1,647,429","$1,148,304",69.7%,"$499,125",30.3%,2016
"17,683",The Letters,"$1,647,416","$1,647,416",100%,$0,-,2015
"17,684",Vernost,"$1,647,393",-,-,"$1,647,393",100%,2019
"17,685",The Little Hours,"$1,647,175","$1,647,175",100%,$0,-,2017
"17,686",Two Rabbits,"$1,647,168",-,-,"$1,647,168",100%,2012
"17,687",Sunset Over the Killing Fields,"$1,646,962",-,-,"$1,646,962",100%,2013
"17,688",The Magic Quill,"$1,646,704",-,-,"$1,646,704",100%,2018
"17,689",Het geheim,"$1,646,227",-,-,"$1,646,227",100%,2010
"17,690",Get Crazy,"$1,645,711","$1,645,711",100%,$0,-,1983
"17,691",Rollo and the Spirit of the Woods,"$1,645,512",-,-,"$1,645,512",100%,2001
"17,692",Happy Burnout,"$1,645,234",-,-,"$1,645,234",100%,2017
"17,693",Short Term 12,"$1,645,164","$1,013,100",61.6%,"$632,064",38.4%,2013
"17,694",The Mansion,"$1,644,818",-,-,"$1,644,818",100%,2017
"17,695",Cuerpo escombro,"$1,644,714",-,-,"$1,644,714",100%,2024
"17,696",A Home at the End of the World,"$1,644,653","$1,029,872",62.6%,"$614,781",37.4%,2004
"17,697",Break Up 100,"$1,644,559",-,-,"$1,644,559",100%,2014
"17,698",Kak poymat pero Zhar-Ptitsy,"$1,644,198",-,-,"$1,644,198",100%,2013
"17,699",Laskovyy may,"$1,643,895",-,-,"$1,643,895",100%,2009
"17,700",Katkoot,"$1,643,594",-,-,"$1,643,594",100%,2006
"17,701",Kooky,"$1,643,592",-,-,"$1,643,592",100%,2010
"17,702",Hotel Lux,"$1,643,414",-,-,"$1,643,414",100%,2011
"17,703","Très bien, merci","$1,643,228",-,-,"$1,643,228",100%,2007
"17,704",No Thank You,"$1,642,615",-,-,"$1,642,615",100%,2014
"17,705",À l'ancienne,"$1,642,470",-,-,"$1,642,470",100%,2024
"17,706",Everybody's Talking About Jamie,"$1,642,412",-,-,"$1,642,412",100%,2018
"17,707",Things to Do Before You're 30,"$1,642,366",-,-,"$1,642,366",100%,2005
"17,708",How I Got Into College,"$1,642,239","$1,642,239",100%,$0,-,1989
"17,709",Meskina,"$1,642,124",-,-,"$1,642,124",100%,2021
"17,710",Pirates,"$1,641,825","$1,641,825",100%,$0,-,1986
"17,711",Women or Children First,"$1,641,612",-,-,"$1,641,612",100%,2002
"17,712",A Family Man,"$1,641,235",-,-,"$1,641,235",100%,2017
"17,713",The Wedding Diary,"$1,640,549",-,-,"$1,640,549",100%,2012
"17,714",Madame de Sévigné,"$1,640,410",-,-,"$1,640,410",100%,2024
"17,715",Josh and S.A.M.,"$1,640,220","$1,640,220",100%,$0,-,1993
"17,716",Tender Waves,"$1,639,927",-,-,"$1,639,927",100%,2014
"17,717",Without Rhyme or Reason,"$1,639,450",-,-,"$1,639,450",100%,2003
"17,718",Man of God,"$1,639,204","$920,561",56.2%,"$718,643",43.8%,2021
"17,719",Variações: Guardian Angel,"$1,638,712",-,-,"$1,638,712",100%,2019
"17,720",Hai Muoi,"$1,638,506",-,-,"$1,638,506",100%,2024
"17,721",Dream Girl,"$1,638,032",-,-,"$1,638,032",100%,2019
"17,722",Klases susitikimas. Berniukai sugrizta!,"$1,637,947",-,-,"$1,637,947",100%,2017
"17,723",China Salesman,"$1,637,776",-,-,"$1,637,776",100%,2017
"17,724",Catcher: Cat City 2,"$1,637,191",-,-,"$1,637,191",100%,2007
"17,725",Run Sister Run!,"$1,636,669",-,-,"$1,636,669",100%,2010
"17,726",11 Rebels,"$1,636,341",-,-,"$1,636,341",100%,2024
"17,727",Sorry Angel,"$1,636,273","$30,628",1.9%,"$1,605,645",98.1%,2018
"17,728",Student of the Year 2,"$1,635,907","$778,566",47.6%,"$857,341",52.4%,2019
"17,729",After Midnight,"$1,635,458","$50,469",3.1%,"$1,584,989",96.9%,2004
"17,730",It's All Gone Pete Tong,"$1,635,056","$120,620",7.4%,"$1,514,436",92.6%,2005
"17,731",The Reunion,"$1,634,945",-,-,"$1,634,945",100%,2011
"17,732",Black Diamond Rush,"$1,634,386","$1,634,386",100%,$0,-,1993
"17,733",Since Otar Left,"$1,634,307","$350,391",21.4%,"$1,283,916",78.6%,2003
"17,734",Aslan Hürkus: Görevimiz Gökbey,"$1,634,049",-,-,"$1,634,049",100%,2022
"17,735",Únos,"$1,633,936",-,-,"$1,633,936",100%,2017
"17,736",Gambler Husband Vs. Gambler Wife,"$1,633,794",-,-,"$1,633,794",100%,2012
"17,737",Asterix and Obelix vs. Caesar,"$1,632,567","$1,541,261",94.4%,"$91,306",5.6%,1999
"17,738",My Big Love,"$1,632,483",-,-,"$1,632,483",100%,2008
"17,739",Inestimable,"$1,632,403",-,-,"$1,632,403",100%,2023
"17,740",Avantyuristy,"$1,632,301",-,-,"$1,632,301",100%,2014
"17,741",FC Venus,"$1,631,657",-,-,"$1,631,657",100%,2006
"17,742",The Faithful,"$1,630,917",-,-,"$1,630,917",100%,2018
"17,743",The Twin,"$1,630,479",-,-,"$1,630,479",100%,2022
"17,744",Mohenjo Daro,"$1,630,231","$1,264,339",77.6%,"$365,892",22.4%,2016
"17,745",Me Late Chocolate,"$1,630,053",-,-,"$1,630,053",100%,2013
"17,746",I Did It My Way,"$1,630,015","$198,405",12.2%,"$1,431,610",87.8%,2024
"17,747",The Strange House,"$1,630,000",-,-,"$1,630,000",100%,2015
"17,748",The Grow,"$1,630,000",-,-,"$1,630,000",100%,2012
"17,749",The Con-Heartist,"$1,629,745",-,-,"$1,629,745",100%,2021
"17,750",Les vieux fourneaux 2: Bons pour l'asile,"$1,629,656",-,-,"$1,629,656",100%,2022
"17,751",Sansimi Seveyim,"$1,629,485",-,-,"$1,629,485",100%,2017
"17,752",Bed Rest,"$1,628,851",-,-,"$1,628,851",100%,2022
"17,753",Queen of the Night,"$1,628,465",-,-,"$1,628,465",100%,2013
"17,754",The Very Very Big Company,"$1,628,201",-,-,"$1,628,201",100%,2008
"17,755",Brain Dead,"$1,627,955","$1,627,955",100%,$0,-,1990
"17,756",Zero,"$1,627,943",-,-,"$1,627,943",100%,2009
"17,757",Blonde Ambition,"$1,627,909","$6,422",0.4%,"$1,621,487",99.6%,2007
"17,758",In My Father's Den,"$1,627,788",-,-,"$1,627,788",100%,2004
"17,759",Respect,"$1,626,516",-,-,"$1,626,516",100%,2018
"17,760",Come Sweet Death,"$1,626,336",-,-,"$1,626,336",100%,2000
"17,761",The Cottage,"$1,626,080",-,-,"$1,626,080",100%,2008
"17,762",Utomlennye solntsem 2: Tsitadel,"$1,625,784",-,-,"$1,625,784",100%,2011
"17,763",Mondscheintarif,"$1,625,591",-,-,"$1,625,591",100%,2001
"17,764",Beyond the Front Line,"$1,625,524",-,-,"$1,625,524",100%,2004
"17,765",The Price of Sugar,"$1,625,240",-,-,"$1,625,240",100%,2013
"17,766",Mavi Gözlü Dev,"$1,625,202",-,-,"$1,625,202",100%,2007
"17,767",Men on the Verge of a Nervous Breakdown,"$1,624,507",-,-,"$1,624,507",100%,2022
"17,768",Perfect Days - I zeny maji sve dny,"$1,624,375",-,-,"$1,624,375",100%,2011
"17,769",Hello Carbot the Movie: The Secret of the Suspicious Magic Troupe,"$1,624,279",-,-,"$1,624,279",100%,2022
"17,770",See How They Run,"$1,623,934",-,-,"$1,623,934",100%,2006
"17,771",At World's End,"$1,623,512",-,-,"$1,623,512",100%,2009
"17,772",Zvyozdy v Sibiri,"$1,623,003",-,-,"$1,623,003",100%,2024
"17,773",Silence of the North,"$1,622,898","$1,622,898",100%,$0,-,1981
"17,774",The Eternal Road,"$1,622,834",-,-,"$1,622,834",100%,2017
"17,775",Along Came Love,"$1,622,705",-,-,"$1,622,705",100%,2023
"17,776",One Day,"$1,622,005",-,-,"$1,622,005",100%,2018
"17,777","My Tyrano: Together, Forever","$1,621,569",-,-,"$1,621,569",100%,2019
"17,778",My Heart Puppy,"$1,621,357",-,-,"$1,621,357",100%,2023
"17,779",Pacchigi! Love & Peace,"$1,620,779",-,-,"$1,620,779",100%,2007
"17,780",Pure Devilry,"$1,620,743",-,-,"$1,620,743",100%,2018
"17,781",Iris,"$1,620,708","$1,310,678",80.9%,"$310,030",19.1%,2015
"17,782",I Still See You,"$1,620,637","$1,359",<0.1%,"$1,619,278",99.9%,2018
"17,783","Maria, Leonora, Teresa","$1,620,491",-,-,"$1,620,491",100%,2014
"17,784",A Man and His Dog,"$1,619,594",-,-,"$1,619,594",100%,2009
"17,785",Rammstein: Paris,"$1,619,505",-,-,"$1,619,505",100%,2017
"17,786",R.I.F.,"$1,619,422",-,-,"$1,619,422",100%,2011
"17,787",The Secret of Evil,"$1,619,054",-,-,"$1,619,054",100%,2014
"17,788",Confined,"$1,618,688",-,-,"$1,618,688",100%,2022
"17,789",Frits & Franky,"$1,618,520",-,-,"$1,618,520",100%,2013
"17,790",Son of Sardaar,"$1,618,361","$771,789",47.7%,"$846,572",52.3%,2012
"17,791",Safe Passage,"$1,618,282","$1,618,282",100%,$0,-,1994
"17,792",Legend of the Moles: The Magic Train Adventure,"$1,618,159",-,-,"$1,618,159",100%,2016
"17,793",My Wifes X,"$1,618,141",-,-,"$1,618,141",100%,2024
"17,794",Grand Piano,"$1,618,085","$22,555",1.4%,"$1,595,530",98.6%,2013
"17,795",Veuillez nous excuser pour la gêne occasionnée,"$1,617,955",-,-,"$1,617,955",100%,2023
"17,796",Superpai,"$1,617,090",-,-,"$1,617,090",100%,2015
"17,797",Mars & Venus,"$1,616,880",-,-,"$1,616,880",100%,2007
"17,798",Just Another Pandora's Box,"$1,616,705",-,-,"$1,616,705",100%,2010
"17,799",Casanova's,"$1,616,489",-,-,"$1,616,489",100%,2020
"17,800",Foolish Plans,"$1,616,270",-,-,"$1,616,270",100%,2016
"17,801",Marauders,"$1,616,004",-,-,"$1,616,004",100%,2016
"17,802",Lights in the Dusk,"$1,615,018","$14,056",0.9%,"$1,600,962",99.1%,2006
"17,803",Best Before,"$1,614,996",-,-,"$1,614,996",100%,2013
"17,804",V8 - Du willst der Beste sein,"$1,614,831",-,-,"$1,614,831",100%,2013
"17,805",Howl,"$1,614,810","$617,334",38.2%,"$997,476",61.8%,2010
"17,806",Wide Sargasso Sea,"$1,614,784","$1,614,784",100%,$0,-,1993
"17,807",Han Gong-ju,"$1,614,237",-,-,"$1,614,237",100%,2014
"17,808",Iron Lord,"$1,612,861",-,-,"$1,612,861",100%,2010
"17,809",Session 9,"$1,612,259","$378,176",23.5%,"$1,234,083",76.5%,2001
"17,810",Qing Yan,"$1,611,944",-,-,"$1,611,944",100%,2012
"17,811",Gun City,"$1,611,770",-,-,"$1,611,770",100%,2018
"17,812",Hong Kong Family,"$1,611,746",-,-,"$1,611,746",100%,2022
"17,813",Black Friday,"$1,610,897","$35,000",2.2%,"$1,575,897",97.8%,2007
"17,814",The Odd Couple,"$1,610,129",-,-,"$1,610,129",100%,2007
"17,815",Call Girl,"$1,610,085",-,-,"$1,610,085",100%,2007
"17,816",Undercover,"$1,610,009",-,-,"$1,610,009",100%,2022
"17,817",The Night of the Sunflowers,"$1,609,872",-,-,"$1,609,872",100%,2006
"17,818",Novye priklyucheniya Alyonushki i Eryomy,"$1,609,703",-,-,"$1,609,703",100%,2009
"17,819",Come Into the Light,"$1,609,186",-,-,"$1,609,186",100%,2005
"17,820",Brother,"$1,609,112","$29,864",1.9%,"$1,579,248",98.1%,2010
"17,821",The Victim,"$1,608,729",-,-,"$1,608,729",100%,2006
"17,822",Once Were Warriors,"$1,608,610","$1,608,570",100%,$40,-,1995
"17,823",Rhyme & Reason,"$1,608,277","$1,608,277",100%,$0,-,1997
"17,824",Walk With Me,"$1,606,705","$726,726",45.2%,"$879,979",54.8%,2017
"17,825",Bread Barbershop: The Birth Of The Bread Star,"$1,606,462",-,-,"$1,606,462",100%,2024
"17,826",Route 60: The Biblical Highway,"$1,606,339","$1,606,339",100%,$0,-,2023
"17,827",Year of the Dog,"$1,606,237","$1,540,141",95.9%,"$66,096",4.1%,2007
"17,828",More Than Honey,"$1,605,888","$79,772",5%,"$1,526,116",95%,2012
"17,829",A Heart in Winter,"$1,605,437","$1,605,437",100%,$0,-,1993
"17,830",Fleisch ist mein Gemüse,"$1,604,448",-,-,"$1,604,448",100%,2008
"17,831",We Are the Best!,"$1,604,273","$180,590",11.3%,"$1,423,683",88.7%,2013
"17,832",Jeokkwayi Dongcham,"$1,603,979",-,-,"$1,603,979",100%,2011
"17,833",Prání k narozeninám,"$1,602,929",-,-,"$1,602,929",100%,2023
"17,834",L'esprit de famille,"$1,602,914",-,-,"$1,602,914",100%,2020
"17,835","L for Love, L for Lies","$1,602,812",-,-,"$1,602,812",100%,2008
"17,836",Wrestling with a Memory,"$1,602,461",-,-,"$1,602,461",100%,2008
"17,837",Boris - Il film,"$1,602,252",-,-,"$1,602,252",100%,2011
"17,838",Give a Little Beat,"$1,602,221",-,-,"$1,602,221",100%,2024
"17,839",Grand Expectations,"$1,601,745",-,-,"$1,601,745",100%,2023
"17,840",Kolaigaran,"$1,601,618",-,-,"$1,601,618",100%,2019
"17,841",Jesus of Montreal,"$1,601,612","$1,601,612",100%,$0,-,1990
"17,842",Home from Home: Chronicle of a Vision,"$1,601,058",-,-,"$1,601,058",100%,2013
"17,843",Pyatnitsa,"$1,601,041",-,-,"$1,601,041",100%,2016
"17,844",Pitbullterje,"$1,600,657",-,-,"$1,600,657",100%,2005
"17,845",Bad Habits,"$1,600,509",-,-,"$1,600,509",100%,2007
"17,846",Farinelli,"$1,600,226","$1,573,411",98.3%,"$26,815",1.7%,1995
"17,847",Maktub,"$1,600,139",-,-,"$1,600,139",100%,2011
"17,848",Northfork,"$1,599,804","$1,420,578",88.8%,"$179,226",11.2%,2003
"17,849",Se devo essere sincera,"$1,599,247",-,-,"$1,599,247",100%,2004
"17,850","Ron Goossens, Low Budget Stuntman","$1,598,966",-,-,"$1,598,966",100%,2017
"17,851",Troppo napoletano,"$1,598,753",-,-,"$1,598,753",100%,2016
"17,852",Germanikus,"$1,598,682",-,-,"$1,598,682",100%,2004
"17,853","Lola, la película","$1,598,612",-,-,"$1,598,612",100%,2007
"17,854",The Code,"$1,598,493","$13,152",0.8%,"$1,585,341",99.2%,2002
"17,855",The Discloser,"$1,597,848",-,-,"$1,597,848",100%,2018
"17,856",The Wedding Diary 2,"$1,597,734",-,-,"$1,597,734",100%,2013
"17,857",The Curse of Chopsticks,"$1,597,463",-,-,"$1,597,463",100%,2016
"17,858",Crazy Mad Lover,"$1,597,269","$993,031",62.2%,"$604,238",37.8%,2011
"17,859",Husband to Rent,"$1,596,777",-,-,"$1,596,777",100%,2014
"17,860",Chasers,"$1,596,687","$1,596,687",100%,$0,-,1994
"17,861",Prague,"$1,596,581",-,-,"$1,596,581",100%,2006
"17,862",The Hottie & the Nottie,"$1,596,232","$27,696",1.7%,"$1,568,536",98.3%,2008
"17,863",Verdi: Aida,"$1,595,902","$1,595,902",100%,$0,-,2018
"17,864",The Messenger,"$1,595,417","$1,109,660",69.6%,"$485,757",30.4%,2009
"17,865",The Green Perfume,"$1,595,331",-,-,"$1,595,331",100%,2022
"17,866",SupahPapalicious,"$1,595,284",-,-,"$1,595,284",100%,2008
"17,867",Butterfly Kiss,"$1,594,574",-,-,"$1,594,574",100%,2006
"17,868",The Age of Man,"$1,594,364",-,-,"$1,594,364",100%,2007
"17,869",Once in a Summer,"$1,593,491",-,-,"$1,593,491",100%,2006
"17,870",Kalashnikov,"$1,593,464",-,-,"$1,593,464",100%,2020
"17,871",Lady Jane,"$1,593,365",-,-,"$1,593,365",100%,2008
"17,872",Queen of the Desert,"$1,592,853",-,-,"$1,592,853",100%,2015
"17,873","It's Just a Phase, Honeybunny","$1,592,709",-,-,"$1,592,709",100%,2021
"17,874",The Empresses,"$1,591,870",-,-,"$1,591,870",100%,2023
"17,875",Hisss,"$1,591,841",-,-,"$1,591,841",100%,2010
"17,876",Beanpole,"$1,591,621","$196,258",12.3%,"$1,395,363",87.7%,2019
"17,877",Nine Lives,"$1,591,523","$478,830",30.1%,"$1,112,693",69.9%,2005
"17,878","Mèche Blanche, les aventures du petit castor","$1,591,520","$360,886",22.7%,"$1,230,634",77.3%,2008
"17,879",The Call,"$1,591,194","$516,521",32.5%,"$1,074,673",67.5%,2020
"17,880",I Am,"$1,591,034","$1,591,034",100%,$0,-,2011
"17,881",DJ Cinderella,"$1,590,843",-,-,"$1,590,843",100%,2019
"17,882",Antidur,"$1,590,355",-,-,"$1,590,355",100%,2007
"17,883",Morangos com Açúcar - O Filme,"$1,590,312",-,-,"$1,590,312",100%,2012
"17,884",9 Songs,"$1,590,308","$66,853",4.2%,"$1,523,455",95.8%,2004
"17,885",El Ruby House,"$1,590,217",-,-,"$1,590,217",100%,2023
"17,886",Yesterday,"$1,589,942",-,-,"$1,589,942",100%,2002
"17,887",The Accused,"$1,589,812",-,-,"$1,589,812",100%,2018
"17,888",Tanks for Stalin,"$1,589,743",-,-,"$1,589,743",100%,2018
"17,889",The Crossing,"$1,589,212","$90,896",5.7%,"$1,498,316",94.3%,2019
"17,890",Peas at 5:30,"$1,589,140",-,-,"$1,589,140",100%,2004
"17,891",A Moment in Time,"$1,588,999",-,-,"$1,588,999",100%,2013
"17,892",Plan B,"$1,588,246",-,-,"$1,588,246",100%,2018
"17,893",The Kirishima Thing,"$1,588,242",-,-,"$1,588,242",100%,2012
"17,894",Buddha Collapsed Out of Shame,"$1,587,401",-,-,"$1,587,401",100%,2008
"17,895",The Woman Behind the Man,"$1,587,354",-,-,"$1,587,354",100%,2016
"17,896",Love Is Red,"$1,587,269",-,-,"$1,587,269",100%,2013
"17,897",Dance Academy: The Movie,"$1,586,858",-,-,"$1,586,858",100%,2017
"17,898",Internet: O Filme,"$1,586,793",-,-,"$1,586,793",100%,2017
"17,899",School Society,"$1,586,763",-,-,"$1,586,763",100%,2022
"17,900",My Only Ü,"$1,585,999",-,-,"$1,585,999",100%,2008
"17,901",Romance,"$1,585,642","$1,585,642",100%,$0,-,1999
"17,902",Lovelace,"$1,585,583","$356,582",22.5%,"$1,229,001",77.5%,2013
"17,903",Making Mr. Right,"$1,584,970","$1,584,970",100%,$0,-,1987
"17,904","Bruc, the Manhunt","$1,584,719",-,-,"$1,584,719",100%,2010
"17,905",Parched,"$1,584,153",-,-,"$1,584,153",100%,2016
"17,906",Le syndrome du Titanic,"$1,584,100",-,-,"$1,584,100",100%,2009
"17,907",First Love,"$1,583,867",-,-,"$1,583,867",100%,2007
"17,908",Hasta Que La Muerte Nos Separe,"$1,583,807",-,-,"$1,583,807",100%,2015
"17,909",Make Your Move,"$1,583,687","$125,106",7.9%,"$1,458,581",92.1%,2012
"17,910",Boushkash,"$1,583,589",-,-,"$1,583,589",100%,2008
"17,911",Wahed men el nas,"$1,583,491",-,-,"$1,583,491",100%,2006
"17,912",Untangle,"$1,583,482",-,-,"$1,583,482",100%,2011
"17,913",Bra Boys,"$1,582,036","$155,056",9.8%,"$1,426,980",90.2%,2007
"17,914",The Bay,"$1,581,252","$30,668",1.9%,"$1,550,584",98.1%,2012
"17,915",Lou!,"$1,581,125",$287,<0.1%,"$1,580,838",100%,2014
"17,916",A Mouse Tale,"$1,581,003",-,-,"$1,581,003",100%,2012
"17,917",Zyat,"$1,579,825",-,-,"$1,579,825",100%,2024
"17,918",Ellis in Glamourland,"$1,579,799",-,-,"$1,579,799",100%,2004
"17,919",Pororo and Friends: Virus Busters,"$1,579,674",-,-,"$1,579,674",100%,2022
"17,920",A Christmas Gift from Bob,"$1,579,580",-,-,"$1,579,580",100%,2020
"17,921",The Stray,"$1,579,440","$1,579,440",100%,$0,-,2017
